,name,neighborhood,property_type,room_type,amenities,price
2184,Private 1 bedroom in residential home in Portland,Hosford-Abernethy,Private room in residential home,Private room,"[""Laundromat nearby"", ""Ethernet connection"", ""Clothing storage: closet"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Stove"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Private fenced garden or backyard"", ""Hangers"", ""Safe"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Heating"", ""Cleaning products"", ""Outdoor furniture"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""Bathtub"", ""Oven"", ""Toaster"", ""Room-darkening shades"", ""Freezer"", ""Bed linens"", ""Lock on bedroom door"", ""Dining table"", ""Fire extinguisher""]",25.0
2185,"Stay A While - 3b/2b  Cheerful, sweet, perf lo-cal",King,Entire residential home,Entire home/apt,"[""Outlet covers"", ""Portable fans"", ""Samsung Bluetooth sound system"", ""Baby bath"", ""Outdoor dining area"", ""Ethernet connection"", ""Coffee maker"", ""Cooking basics"", ""Board games"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Kitchen"", ""Microwave"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Stainless steel electric stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Crib"", ""Refrigerator"", ""Private fenced garden or backyard"", ""Hangers"", ""Dedicated workspace: desk and monitor"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private patio or balcony"", ""Cleaning products"", ""Ceiling fan"", ""Outdoor furniture"", ""High chair"", ""Essentials"", ""HDTV with Netflix"", ""Smoke alarm"", ""Bathtub"", ""Hot water kettle"", ""Free parking on premises"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Bed linens"", ""Window AC unit"", ""Central heating"", ""Dishwasher"", ""Dining table"", ""Children\u2019s dinnerware"", ""Baking sheet"", ""Baby safety gates"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Fire extinguisher""]",150.0
2186,Upscale 2B/2Bth Condo With A View!,Portland Downtown,Entire condominium (condo),Entire home/apt,"[""TV"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Hot tub"", ""Outdoor dining area"", ""Fire extinguisher"", ""First aid kit"", ""Carbon monoxide alarm"", ""Pool""]",132.0
2187,Adorable 1-bedroom apt-historic Alberta farmhouse,Concordia,Entire guest suite,Entire home/apt,"[""TV"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Dedicated workspace"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",95.0
2188,Incredible apartment home | 1BR in Portland,Portland Downtown,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Bed linens"", ""Dishwasher"", ""BBQ grill"", ""Patio or balcony""]",172.0
2189,Welcoming Studio Apartment in Portland w/ Gym,Lloyd District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Washer \u2013\u00a0In unit"", ""Heating"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dryer \u2013\u00a0In unit"", ""Dishwasher"", ""Dining table"", ""Patio or balcony""]",96.0
2190,5 Bdrm Luxury Home in Portland close to everything,Irvington,Entire residential home,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Crib"", ""Shampoo"", ""Refrigerator"", ""Private fenced garden or backyard"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Toaster"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Fire extinguisher"", ""Patio or balcony""]",1150.0
2191,Central and Spacious 2 bedrooms residential home,West Portland Park,Entire residential home,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Microwave"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Crib"", ""Shampoo"", ""Refrigerator"", ""Hangers"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Lockbox"", ""Cleaning products"", ""Ceiling fan"", ""Stainless steel gas stove"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Free parking on premises"", ""Air conditioning"", ""Toaster"", ""Freezer"", ""Dining table"", ""Central heating"", ""65\"" HDTV"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Fire extinguisher""]",122.0
2192,Artists Loft Perched in the Heart of Nob Hill,Northwest District,Entire loft,Entire home/apt,"[""TV"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Smart lock"", ""Fire extinguisher"", ""First aid kit"", ""Carbon monoxide alarm""]",115.0
2193,Spacious 2BR in Portland Near the Pearl District,Lloyd District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Washer \u2013\u00a0In unit"", ""Heating"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dryer \u2013\u00a0In unit"", ""Dishwasher"", ""Dining table"", ""BBQ grill"", ""Patio or balcony""]",142.0
2194,Bright Studio Apartment in Portland Near Downtown,Lloyd District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Washer \u2013\u00a0In unit"", ""Heating"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dryer \u2013\u00a0In unit"", ""Dishwasher"", ""Dining table"", ""BBQ grill"", ""Patio or balcony""]",87.0
2195,Pet-Friendly 1BR Apartment in Portland + Amenities,Lloyd District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Washer \u2013\u00a0In unit"", ""Heating"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dryer \u2013\u00a0In unit"", ""Dishwasher"", ""Dining table"", ""Patio or balcony""]",92.0
2196,Lovely 1BR Apartment in Portland with Gym,Lloyd District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Washer \u2013\u00a0In unit"", ""Heating"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dryer \u2013\u00a0In unit"", ""Dishwasher"", ""Dining table"", ""Patio or balcony""]",109.0
2197,Furnished 2BR Apartment in Portland + Amenities,Lloyd District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Washer \u2013\u00a0In unit"", ""Heating"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dryer \u2013\u00a0In unit"", ""Dishwasher"", ""Dining table"", ""BBQ grill"", ""Patio or balcony""]",143.0
2198,3 bedroom family friendly house in cul-de-sac.,Portsmouth,Entire residential home,Entire home/apt,"[""Outlet covers"", ""Portable fans"", ""Single level home"", ""Baby bath"", ""Clothing storage: closet and dresser"", ""Ethernet connection"", ""Coffee maker"", ""Cooking basics"", ""Board games"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Fire pit"", ""TV"", ""Kitchen"", ""Microwave"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Stove"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Private fenced garden or backyard"", ""Dedicated workspace: desk and office chair"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private patio or balcony"", ""Cleaning products"", ""Outdoor furniture"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""High chair"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Free parking on premises"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Toaster"", ""Bed linens"", ""Central heating"", ""Dishwasher"", ""Dining table"", ""Changing table"", ""Children\u2019s dinnerware"", ""Baking sheet"", ""Outdoor dining area"", ""Rice maker"", ""Fire extinguisher""]",88.0
2199,University Park location,University Park,Private room in residential home,Private room,"[""TV"", ""Free parking on premises"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher"", ""First aid kit"", ""Carbon monoxide alarm"", ""Fire pit""]",135.0
2200,Pull-out couch in chic 1Br 2-floor Sellwood Condo,Sellwood-Moreland Improvement League,Entire condominium (condo),Entire home/apt,"[""Portable fans"", ""Security cameras on property"", ""Pour-over coffee"", ""Coffee maker"", ""Waterfront"", ""Bikes"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Sound system"", ""Hangers"", ""Shower gel"", ""Safe"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Cleaning products"", ""Ceiling fan"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Free parking on premises"", ""Freezer"", ""Bed linens"", ""Dishwasher"", ""Patio or balcony""]",85.0
2201,Updated Family Home on a Quarter of an Acre in SW,Hayhurst,Entire residential home,Entire home/apt,"[""Cooking basics"", ""Dedicated workspace"", ""Fire pit"", ""TV"", ""Kitchen"", ""Keypad"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Outdoor furniture"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Air conditioning"", ""Outdoor dining area"", ""BBQ grill""]",170.0
2202,Relax in comfort | 1BR in Portland,Bridlemile,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Patio or balcony"", ""Pool""]",172.0
2203,Everything you need | Studio in Portland,Northwest District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Smart lock"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Bed linens"", ""Dishwasher"", ""BBQ grill"", ""Patio or balcony""]",151.0
2204,Incredible apartment home | Studio in Portland,Portland Downtown,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Gym"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Bed linens"", ""Dishwasher"", ""BBQ grill"", ""Patio or balcony""]",165.0
2205,"Stunning, Vibrant 1-Bedroom Daylight Basement",Sumner,Entire residential home,Entire home/apt,"[""Security cameras on property"", ""Ethernet connection"", ""Coffee maker"", ""40\"" HDTV with Amazon Prime Video, Netflix"", ""Cooking basics"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Clothing storage: closet"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Body soap"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shared garden or backyard"", ""First aid kit"", ""Carbon monoxide alarm"", ""Electric stove"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Outdoor furniture"", ""Conditioner"", ""Dedicated workspace: table, desk, and office chair"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Toaster"", ""Room-darkening shades"", ""Freezer"", ""Bed linens"", ""Central heating"", ""Dishwasher"", ""Dining table"", ""Baking sheet"", ""Fire extinguisher""]",85.0
2206,"Beautiful, light-filled 1BD, fitness center",Eliot,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Gym"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher""]",136.0
2207,Modern 1BD with onsite cafe,Eliot,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Gym"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher""]",136.0
2208,Incredible 3 bed/3 bath/patio for longer stays,Pearl,Entire condominium (condo),Entire home/apt,"[""Indoor fireplace"", ""TV"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Dedicated workspace"", ""BBQ grill"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",250.0
2209,#InvestREPM Downtown & Waterfront- 5 blocks to PSU,Portland Downtown,Entire condominium (condo),Entire home/apt,"[""Single level home"", ""Laundromat nearby"", ""Coffee maker"", ""Paid parking garage on premises \u2013 1 space"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Smart lock"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Shared pool"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Shared hot tub"", ""Hot water"", ""Long term stays allowed"", ""Free washer \u2013 In building"", ""Private patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Bathtub"", ""Air conditioning"", ""Room-darkening shades"", ""Stainless steel stove"", ""Toaster"", ""Bed linens"", ""Dishwasher"", ""Baking sheet"", ""Cleaning before checkout""]",88.0
2210,Colorful & Vibrant 4 Bed in Charming NE Portland!,Woodlawn,Entire residential home,Entire home/apt,"[""Portable fans"", ""Body wash body soap"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Board games"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Sound system"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Lockbox"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Mini fridge"", ""Free parking on premises"", ""Toaster"", ""TV with Amazon Prime Video, Netflix"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Private garden or backyard"", ""Baking sheet"", ""Outdoor dining area"", ""Fire extinguisher""]",222.0
2211,Landing | Modern Apartment with Amazing Amenities (ID508343),Sellwood-Moreland Improvement League,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Shampoo"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Washer"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Bed linens"", ""Heating"", ""Hair dryer"", ""Iron"", ""Carbon monoxide alarm"", ""Private entrance""]",110.0
2212,"Spacious 1BD condo in the heart of North Portland, fast wifi",Eliot,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Gym"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher""]",136.0
2213,"Beautiful Portland, 2 Fantastic Units, Great Public Transit Access and Near Portland Union Station",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",245.0
2214,"Awesome Live Music, Close to Portland State University,  2 Gorgeous Units, Restaurant, Pool, and Bar",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",245.0
2215,"Enjoy Local Food, Near Portland Art Museum, Historic Music Venues, Pool, Restaurant",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",122.0
2216,"Great Place for Music Lovers, Historic Building, Pool, Restaurant",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",122.0
2217,"Enjoy Local Food,  2 Amazing Units, Near Portland Art Museum, Historic Music Venues, Pool, Restaurant",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",245.0
2218,"Four  Cozy Units for Large Group, Restaurant, Bike Rental",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",782.0
2219,"Group Vacay! Four Comfy Units Near Attractions, Restaurant, Theatre",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",782.0
2220,Adventure Awaits! Four Comfy Units Near Attraction,Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",782.0
2221,"Nature Vacay! Four Comfy Units Near Attractions, Pool",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",774.0
2222,"Family and Friends Getaway! Three Comfy Units, Restaurant",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",580.0
2223,"Outdoor Adventure! Three Units Near Parks/Attractions, Restaurant",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",580.0
